control_file,command,command_pattern,value_pattern,solver,is_legacy,source_url,source_page
ECF,Minimum NA,Minimum NA,[ {1} | ⟨ value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfMinimumNA,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Minimum NA Pit,Minimum NA Pit,[ {1} | ⟨ value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfMinimumNAPit,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Momentum Equation,Momentum Equation,[ PRE 2003-08-AD ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfMomentumEquation,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Order Output,Order Output,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfOrderOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Output Data Types,Output Data Types,[ {H Q S V} | ⟨ data_types ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfOutputDataTypes,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Output Folder,Output Folder,[ ⟨ folder ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfOutputFolder,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Output Interval,Output Interval,[ ⟨ time ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfOutputInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Output Times Same as 2D,Output Times Same as 2D,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfOutputTimesSameas2D,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Pit Channel Offset,Pit Channel Offset,[ ⟨ length_m ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfPitChannelOffset,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Pit Default 2D Connection,Pit Default 2D Connection,[ {} | ⟨ Conn_1D_2D ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfPitDefault2DConnection,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Pit Default Extrapolate Q Curve,Pit Default Extrapolate Q Curve,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfPitDefaultExtrapolateQCurve,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Pit Default Road Crossfall,Pit Default Road Crossfall,[ ⟨ slope ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfPitDefaultRoadCrossfall,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Pit Inlet Database,Pit Inlet Database,[ ⟨ pit_inlet_dbase.csv ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfPitInletDatabase,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Pit Search Distance,Pit Search Distance,[ {0.0} | ⟨ psd_m ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfPitSearchDistance,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read File,Read File,[ ⟨ file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS BC,Read GIS BC,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISBC,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS IWL,Read GIS IWL,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS Manhole,Read GIS Manhole,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISManhole,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS Network,Read GIS Network,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISNetwork,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS Node,Read GIS Node,,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISNode,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS Pits,Read GIS Pits,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISPit,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS Table Links,Read GIS Table Links,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISTableLinks,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS WLL,Read GIS WLL,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISWLL,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read GIS WLL Points,Read GIS WLL Points,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadGISWLLPoints,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Read Operating Controls File,Read Operating Controls File,[ ⟨ .toc_filename ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfReadOperatingControlsFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,S Channel Approach,S Channel Approach,[ PRE 2004-06-AA | METHOD A | {METHOD B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfSChannelApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Set IWL,Set IWL,[ ⟨ IWL ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfSetIWL,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Set Variable ⟨name⟩,Set Variable ⟨name⟩,[ ⟨value⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfSetVariable,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Spatial Database,Spatial Database,[ OFF | TCF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfSpatialDatabase,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Start Output,Start Output,[ ⟨ time_in_hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStartOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Storage Above Structure Obvert,Storage Above Structure Obvert,[ CHANNEL WIDTH | ⟨ value ⟩ | {5} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStorageAboveStructureObvert,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Structure Flow Levels,Structure Flow Levels,[ {ENERGY} | WATER | ENERGY UPSTREAM ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStructureFlowLevels,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Structure Losses,Structure Losses,[ {ADJUST {EXCEPT BG TABLE}} | FIX ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStructureLosses,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Structure Losses Approach,Structure Losses Approach,[ METHOD A | {METHOD B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStructureLossesApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Structure Losses SX,Structure Losses SX,[ ADJUST | ADJUST SKEW | {FIX} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStructureLossesSX,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Structure Routines,Structure Routines,[ ORIGINAL | {2013} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfStructureRoutines,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Taper Closed NA Table,Taper Closed NA Table,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfTaperClosedNATable,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Timestep,Timestep,[ ⟨ timestep_in_seconds ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfTimestep,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Trim XZ Profiles,Trim XZ Profiles,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfTrimXZProfiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Vel Rate Creep Factor,Vel Rate Creep Factor,[ ⟨ value ⟩ | {1.2} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCreepFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Vel Rate Limit,Vel Rate Limit,[ ⟨ vrl ⟩ | {0.2} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfVelRateLimit,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Vel Rate Limit Minimum,Vel Rate Limit Minimum,[ ⟨ vrlmin ⟩ | {0.0001} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfVelRateLimitMinimum,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Weir Approach,Weir Approach,[ {Method A} | Method B ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWeirApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Weir Flow,Weir Flow,[ Method A | Method B | {Method C} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWeirFlow,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,WLL Approach,WLL Approach,[ Method A | {Method B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWLLApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,WLL Automatic,WLL Automatic,[ CULVERTS | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWLLAutomatic,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,WLL No Weirs,WLL No Weirs,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWLLNoWeirs,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,WLL Vertical Offset,WLL Vertical Offset,[ ⟨ dZ ⟩ | {10} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWLLVerticalOffset,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,WLLp Interpolate Bed,WLLp Interpolate Bed,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWLLpInterpolateBed,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Write Check Files Exclude,Write Check Files [Exclude | Include | None | ALL],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Write Check Files Include,Write Check Files [Exclude | Include | None | ALL],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Write Check Files None,Write Check Files [Exclude | Include | None | ALL],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Write Check Files ALL,Write Check Files [Exclude | Include | None | ALL],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,XS Database,XS Database,[ ⟨ file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfXSDatabase,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
TGC,12DA Read Approach,12DA Read Approach,[ Method A | {Method B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgc12DAReadApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Allow Dangling Z Lines,Allow Dangling Z Lines,[ ON | {OFF} ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcAllowDanglingZLines,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Cell Size,Cell Size,[ ⟨ value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcCellSize,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Create TIN Zpts XF ON,Create TIN Zpts [ {} | WRITE TIN ] [ XF ON | XF OFF ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcCreateTINZpts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Create TIN Zpts XF OFF,Create TIN Zpts [ {} | WRITE TIN ] [ XF ON | XF OFF ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcCreateTINZpts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Create TIN Zpts WRITE TIN XF ON,Create TIN Zpts [ {} | WRITE TIN ] [ XF ON | XF OFF ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcCreateTINZpts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Create TIN Zpts WRITE TIN XF OFF,Create TIN Zpts [ {} | WRITE TIN ] [ XF ON | XF OFF ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcCreateTINZpts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Default Land Z,Default Land Z,[ ⟨ elevation ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcDefaultLandZ,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Grid Approach,Grid Approach,[ Method A | {Method B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcGridApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,"Grid Size (N,M)","Grid Size (N,M)","[ ⟨ rows ⟩, ⟨ columns ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcGridSizeNM,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,"Grid Size (X,Y)","Grid Size (X,Y)","[ ⟨ X_length ⟩, ⟨ Y_length ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcGridSizeXY,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,If Scenario,If Scenario,[ ⟨ s1 ⟩ | ⟨ s2 ⟩ | ⟨ s3 ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcIfScenario,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZC,Interpolate ZC [ {} | ALL ] [ {} | LOWER ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZC LOWER,Interpolate ZC [ {} | ALL ] [ {} | LOWER ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZC ALL,Interpolate ZC [ {} | ALL ] [ {} | LOWER ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZC ALL LOWER,Interpolate ZC [ {} | ALL ] [ {} | LOWER ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZHC,Interpolate ZHC [ {} | ALL ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZHC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZHC ALL,Interpolate ZHC [ {} | ALL ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZHC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUV,Interpolate ZUV [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUV,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUV MAX,Interpolate ZUV [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUV,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUV ALL,Interpolate ZUV [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUV,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUV ALL MAX,Interpolate ZUV [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUV,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUVC,Interpolate ZUVC [ {} | ALL ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUVC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUVC ALL,Interpolate ZUVC [ {} | ALL ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUVC,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUVH,Interpolate ZUVH [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUVH,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUVH MAX,Interpolate ZUVH [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUVH,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUVH ALL,Interpolate ZUVH [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUVH,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Interpolate ZUVH ALL MAX,Interpolate ZUVH [ {} | ALL ] [ {} | MAX ],,Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcInterpolateZUVH,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Orientation,Orientation,"[ ⟨ XX ⟩, ⟨ YX ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcOrientation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Orientation Angle,Orientation Angle,[ ⟨ angle ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcOrientationAngle,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Origin,Origin,"[ ⟨ OX ⟩, ⟨ OY ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcOrigin,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Pause When Polyline Does Not Find Zpt,Pause When Polyline Does Not Find Zpt,[ ON | {OFF} ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcPauseWhenPolylineDoesNotFindZpt,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read File,Read File,[ ⟨ file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS ⟨option⟩,Read GIS ⟨option⟩,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGIS,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS BG Shape,Read GIS BG Shape,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISBGShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS CnM,Read GIS CnM,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISCnM,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Code,Read GIS Code [ {} | BC | Invert | BC Invert ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISCode,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Code BC,Read GIS Code [ {} | BC | Invert | BC Invert ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISCode,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Code Invert,Read GIS Code [ {} | BC | Invert | BC Invert ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISCode,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS Code BC Invert,Read GIS Code [ {} | BC | Invert | BC Invert ],[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISCode,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS CWF,Read GIS CWF,[ ⟨ gis_layer ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISCWF,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS FC Shape,Read GIS FC Shape [ {} | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISFCShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
TGC,Read GIS FC Shape Write TIN,Read GIS FC Shape [ {} | Write TIN ],[ ⟨ gis_layer ⟩ ],Classic,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html#tgcReadGISFCShape,https://docs.tuflow.com/classic-hpc/manual/2023-03/TGCCommands-1.html
