control_file,command,command_pattern,value_pattern,solver,is_legacy,source_url,source_page
TCF,Timestep Maximum Increase (%),Timestep Maximum Increase (%),[ {0.5} | ⟨ value_as_a_% ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimestepMaxInc,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Timestep Minimum,Timestep Minimum,[ {AUTO } | ⟨ minimun timestep (seconds) ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimestepMinimum,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Timestep Repeats,Timestep Repeats,[ {10 } | ⟨ n_allowed_repeats ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTimestepMinimum,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,TSF Update Interval,TSF Update Interval,[ {0} | ⟨ interval_in_sec ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTSFUpdateInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Tutorial Model,Tutorial Model,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfTutorialModel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,UK Hazard Debris Factor,UK Hazard Debris Factor,[ ⟨ DF ⟩ | {1} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfUKHazardDebrisFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,UK Hazard Formula,UK Hazard Formula,[ [ D(V+1.5) | {D(V+0.5)+DF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfUKHazardFormula,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,UK Hazard Land Use,UK Hazard Land Use,[ PASTURE | WOODLAND | URBAN | {CONSERVATIVE} | NOT SET ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfUKHazardLandUse,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Units,Units,[ {METRIC} | ENGLISH | IMPERIAL | US Customary ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfUnits,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Unused HX and SX Connections,Unused HX and SX Connections,[ {ERROR} | WARNING ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfUnusedHXandSXConnections,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Use Forward Slash,Use Forward Slash,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfUseForwardSlash,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Verbose,Verbose,[ ON | OFF | {LOW} | HIGH ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfVerbose,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,VG Z Adjustment,VG Z Adjustment,[ {MAX ZC} | ZC | ZH ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfVGZAdjustment,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Viscosity Approach,Viscosity Approach,[ Method A | {Method B} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfViscosityApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Viscosity Coefficient,Viscosity Coefficient,"[ ⟨ value1, value2, … ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfViscosityCoefficient,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Viscosity Formulation,Viscosity Formulation,[ CONSTANT | SMAGORINSKY | WU | NONNEWTONIAN ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfViscosityFormulation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Water Level Checks,Water Level Checks,[ {ON} | OFF ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWaterLevelChecks,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Wetting and Drying,Wetting and Drying,[ {ON METHOD B} | ON | ON NO SIDE CHECKS | OFF ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWettingandDrying,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,WIBU FIRM Code Search Order,WIBU FIRM Code Search Order,[ ⟨ list of firm codes ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWIBUFIRMCodeSearchOrder,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Wind/Wave Shallow Depths,Wind/Wave Shallow Depths,"[ {0.2, 1.0} | ⟨ y1, y2 ⟩ ]",Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWindWaveShallowDepths,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Check Files ALL,Write Check Files [ {ALL} | NONE | INCLUDE | EXCLUDE ],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Check Files,Write Check Files [ {ALL} | NONE | INCLUDE | EXCLUDE ],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Check Files NONE,Write Check Files [ {ALL} | NONE | INCLUDE | EXCLUDE ],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Check Files INCLUDE,Write Check Files [ {ALL} | NONE | INCLUDE | EXCLUDE ],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Check Files EXCLUDE,Write Check Files [ {ALL} | NONE | INCLUDE | EXCLUDE ],[ ⟨ prefix_list_or_file_prefix ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Empty GIS Files,Write Empty GIS Files,[ {} | ⟨ folder ⟩ | ⟨ file_format ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteEmptyGISFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write PO Online,Write PO Online,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWritePOOnline,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Restart File at Time,Write Restart File at Time,[ ⟨ time_in_hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteRestartFileatTime,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Restart File Interval,Write Restart File Interval,[ {0} | ⟨ interval_in_hours ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteRestartFileInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Restart File Version,Write Restart File Version,[ 2 ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteRestartFileVersion,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write Restart Filename,Write Restart Filename,[ {INCLUDE TIME} | OVERWRITE ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteRestartFilename,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Write X1D Check Files,Write X1D Check Files,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfWriteX1DCheckFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,XF Files,XF Files,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfXFFiles,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,XF Files Boundaries,XF Files Boundaries,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfXFFilesBoundaries,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,XF Files Include in Filename,XF Files Include in Filename,[ ⟨ text ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfXFFilesIncludeinFilename,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,XMDF Output Compression,XMDF Output Compression,[ {ON} | OFF | ⟨ level ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfXMDFOutputCompression,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Zero Negative Depths,Zero Negative Depths,[ {ON} | OFF ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfZeroNegativeDepths,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Zero Rainfall Check,Zero Rainfall Check,[ {ERROR} | WARNING ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfZeroRainfallCheck,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,ZP Hazard Cutoff Depth,ZP Hazard Cutoff Depth,[ {0.01} | ⟨ value ⟩ | ⟨ value_ZPA ⟩ ⟨ value ⟩_ZPC ⟨ value ⟩_ZPI ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfZPHazardCutoffDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Zpt Range Check,Zpt Range Check,"[ {-9998, 99998} | ⟨ zmin ⟩,⟨ zmax ⟩ ]",Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfZptRangeCheck,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SQLite On Open SQL,SQLite On Open SQL [ {} | Read | Write ],[ ⟨ SQL Pragma Command ⟩ | {} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSQLiteOnOpenSQL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SQLite On Open SQL Read,SQLite On Open SQL [ {} | Read | Write ],[ ⟨ SQL Pragma Command ⟩ | {} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSQLiteOnOpenSQL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,SQLite On Open SQL Write,SQLite On Open SQL [ {} | Read | Write ],[ ⟨ SQL Pragma Command ⟩ | {} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfSQLiteOnOpenSQL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,GPKG Compression Predictor,GPKG Compression Predictor,[ NONE | {Horizontal Differencing} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGPKGCompressionPredictor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,GPKG Compression,GPKG Compression,[ NONE | {LZW} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGPKGCompression,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read Hazard File,Read Hazard File,[ ⟨file_name⟩.csv ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadHazardFile,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS ISIS WLL,Read GIS ISIS WLL,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISISISWLL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS XP WLL,Read GIS XP WLL,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISXPWLL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS 12D WLL,Read GIS 12D WLL,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGIS12DWLL,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS 12D WLL Points,Read GIS 12D WLL Points,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGIS12DWLLPoints,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS ISIS WLL Points,Read GIS ISIS WLL Points,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISISISWLLPoints,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS XP WLL Points,Read GIS XP WLL Points,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISXPWLLPoints,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS ISIS Nodes,Read GIS ISIS Nodes,[ ⟨ gis_layer ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISISISNodes,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS XP Nodes,Read GIS XP Nodes,[ ⟨ gis_layer ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISXPNodes,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS 12D Nodes,Read GIS 12D Nodes,[ ⟨ gis_layer ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGIS12DNodes,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS ISIS Network,Read GIS ISIS Network,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISISISNetwork,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS XP Network,Read GIS XP Network,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGISXPNetwork,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Read GIS 12D Network,Read GIS 12D Network,[ ⟨ gis_layer ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfReadGIS12DNetwork,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,XF Files Merge TIN Elevations,XF Files Merge TIN Elevations,[ {Reprocess} | Use XF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfXFFilesMergeTINElevations,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,GPKG Inputs Read Only,GPKG Inputs Read Only,[ ON | {OFF} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGPKGInputsReadOnly,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
ECF,Arch Bridge Minimum Blockage (%),Arch Bridge Minimum Blockage (%),[ {5} | ⟨ min_pblockage ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfArchBridgeMinimumBlockage,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,BC Database,BC Database,[ ⟨ .csv_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfBCDatabase,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,BC Event Name,BC Event Name,[ ⟨ bc_event_name ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfBCEventName,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,BC Event Text,BC Event Text,[ ⟨ bc_event_text ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfBCEventText,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Bridge Flow,Bridge Flow,[ Method A | {Method B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfBridgeFlow,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Bridge Zero Coefficients,Bridge Zero Coefficients,"[ {DEFAULT} | OFF | ⟨ Cd ⟩, ⟨ DLC ⟩, ⟨ ELC ⟩, ⟨ XLC ⟩ ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfBridgeZeroCoefficients,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Conveyance Calculation,Conveyance Calculation,[ CHANGE IN RESISTANCE | {ALL PARALLEL} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfConveyanceCalculation,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Create Nodes,Create Nodes,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCreateNodes,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,CSV Format,CSV Format,[ HORIZONTAL | {VERTICAL} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCSVFormat,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,CSV Maximum Number Columns,CSV Maximum Number Columns,[ ⟨ max_col ⟩ ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCSVMaximumNumberColumns,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,CSV Time,CSV Time,[ {DAYS} | HOURS | MINUTES | SECONDS ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCSVTime,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Culvert Critical H/D,Culvert Critical H/D,[ {OFF} | ⟨ critical_h/d ⟩ | ⟨ v1 ⟩ | ⟨ v2 ⟩ | ⟨ v3 ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCulvertCriticalHD,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Culvert Flow,Culvert Flow,[ {Method E} | Method ⟨letter⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCulvertFlow,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Culvert Zero Coefficients,Culvert Zero Coefficients,"[ DEFAULT | {OFF} | v1, v2, v3, v4, v5 ]",Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfCulvertZeroCoefficients,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Depth Discharge Database,Depth Discharge Database,[ ⟨ depth_discharge_dbase.csv ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfDepthDischargeDatabase,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Depth Limit Factor,Depth Limit Factor,[ {10} | ⟨ value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfDepthLimitFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Flow Area,Flow Area,[ {EFFECTIVE} | TOTAL ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfFlowArea,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Flow Calculation,Flow Calculation,[ Method A | {Method B} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfFlowCalculation,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Froude Check,Froude Check,[ {1} | ⟨ froude_no ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfFroudeCheck,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Froude Depth Adjustment,Froude Depth Adjustment,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfFroudeDepthAdjustment,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
ECF,Head Rate Creep Factor,Head Rate Creep Factor,[ ⟨ value ⟩ | {1.2} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html#ecfHeadRateCreepFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/ECFCommands-1.html
